Name,Gender,Age,MStat,PostCode,Population,NClaims,TotalClaims
MARGORIE SALVADOR,F,21,M,3133,21317,0,0
YAEKO PEACE,F,70,S,4814,44387,1,1763.465039
ALEC CHEN,M,62,M,2502,11707,0,0
BUFORD GOODE,M,27,S,2536,17466,2,1659.256231
CAREY DECKER,M,18,M,5085,15783,0,0
ALANA GALLARDO,F,67,S,2086,13192,0,0
TIMIKA MCQUEEN,F,31,S,3021,51784,1,1044.212073
YEVETTE BLACK,F,43,S,3107,13149,0,0
RUTHANN JACK,F,62,M,5045,15453,0,0
LIGIA SORENSEN,F,31,M,4350,102245,0,0
REITA MULLEN,F,49,S,3777,10333,0,0
EDUARDO FULLER,M,26,M,6166,8199,0,0
TULA GUAN,F,22,M,4118,29064,0,0
JEROME CLIFFORD,M,74,S,2011,18040,0,0
ALIDA KRAUS,F,20,M,2747,34249,0,0
ROMELIA GOUGH,F,40,S,4610,14486,0,0
MAXWELL HARDWICK,M,59,S,4113,27447,0,0
BARTON COSTA,M,72,S,4818,20306,2,4206.299991
MADELENE LOVELESS,F,16,S,2093,21611,0,0
SIMON HELD,M,24,M,3977,67423,2,7330.948843
MARTIN BRITT,M,40,M,2575,14031,0,0
NEVILLE HATTON,M,24,M,3150,58306,0,0
SUSANN LEAVITT,F,83,S,5109,20338,0,0
VAL MUNN,M,36,S,6147,14807,0,0
ALPHONSE REDDEN,M,44,M,2191,6041,1,1642.958193
SHAUNDA DYKSTRA,F,64,S,3915,9030,0,0
EDUARDO JENKINS,M,33,S,2820,7878,1,7685.222818
HUMBERTO MALLOY,M,55,S,6443,1143,0,0
RODRICK HAMBLIN,M,45,S,7170,4684,0,0
MARILU FINNEY,F,42,S,3129,16061,0,0
FLORENTINA LAND,F,32,S,3020,40553,0,0
CLARENCE FOREMAN,M,77,S,2220,28432,0,0
JANINA AGUIAR,F,39,S,3054,8297,0,0
LISBETH SCHRADER,F,67,S,4301,23203,0,0
JOANNIE ALARCON,F,71,S,5020,2972,0,0
RONNIE HONEYCUTT,M,74,S,2602,28574,2,15462.924
JEFFRY MURRAY,M,42,S,2099,36685,0,0
MARCELINA PALOMARES,F,76,S,2234,30830,0,0
MONSERRATE MCNABB,F,51,M,4573,21404,0,0
MYRTA GREENLEE,F,48,S,2324,22535,0,0
REID KROLL,M,33,M,2177,15188,1,3691.307249
GLADYS DALLAS,F,64,S,2165,39513,1,1409.642808
LORENE HILLER,F,37,S,2760,27032,1,3142.717188
STEFANY BOTELLO,F,32,M,3201,19121,0,0
MARLON SHULL,M,82,S,4811,11755,1,5908.09941
NAKESHA LOVELACE,F,48,S,6101,14992,0,0
LOVELLA BLYTHE,F,41,S,4122,41929,0,0
LAWRENCE TILLER,F,59,S,4812,19478,0,0
AJA NIELSON,F,22,M,2168,41911,1,6321.438228
MANDY CARON,F,44,M,2009,11617,0,0
BOBBI HOYT,F,32,S,3356,14332,0,0
SETH PULLIAM,M,74,S,6169,34329,0,0
ROMAN XIONG,M,50,S,2560,72235,2,7773.299434
MINDY TURNBULL,F,45,S,5253,17886,0,0
MARIELA BLANTON,F,27,M,2747,34249,1,3441.206021
LEXIE MOHR,F,37,S,3223,6498,0,0
STEPHNIE WARD,F,49,S,2135,23097,1,323.9347129
PASTY MCINNIS,F,27,S,6147,14807,1,10205.63953
BOOKER RIDER,M,30,S,2250,65633,0,0
JIMMIE MCNAIR,F,89,S,2077,34898,1,2313.278152
TERRELL HARP,M,23,M,6009,16570,0,0
DAMON ARMSTRONG,M,25,M,5068,11807,0,0
JENEVA RUELAS,F,19,M,2119,10903,0,0
TONEY SQUIRES,M,47,M,2316,5525,0,0
SPENCER WALLING,M,73,S,2210,28012,0,0
MEDA WILBANKS,F,56,S,2508,8652,0,0
SHIRLEY MCGINNIS,F,31,M,2063,5931,0,0
TREY HORNE,M,41,S,2770,60345,1,660.560531
VENITA KISH,F,28,S,3135,19000,1,925.9828183
MIKA SHERROD,F,41,S,2160,32845,0,0
NATHANIAL BAEZA,M,73,S,2541,24143,1,1004.614766
CONRAD HUGGINS,M,35,S,4014,10778,0,0
CASIE LIGHT,F,29,M,4101,19303,0,0
PENNIE SEELEY,F,37,S,4557,14344,3,8576.615079
TORRI MCMILLIAN,F,45,M,3199,52625,0,0
ALTON REEDY,M,25,S,2117,19019,0,0
PIPER CHI,F,25,M,4078,22972,0,0
KERMIT CLANCY,M,38,M,2763,29849,1,1401.672746
TIFFANY VALADEZ,F,22,M,3216,52005,0,0
ROSITA LEONARD,F,27,M,2750,42587,1,5653.355488
DEANDRE BYNUM,M,71,S,2262,20153,1,927.112867
EARLE GRIGGS,M,53,S,5540,15212,1,6776.557412
VIOLETA PRADO,F,36,S,2074,20943,0,0
LESLIE HA,M,55,S,6054,19767,0,0
BILL MAHAN,M,55,S,4076,6796,0,0
MILTON MERCADO,M,57,S,3151,10142,1,1266.970862
ISOBEL IGLESIAS,F,57,S,7249,12306,0,0
ASLEY BEALL,F,73,S,6211,5548,0,0
KATHARYN LEGG,F,61,S,4557,14344,0,0
ERIKA CREEL,F,88,S,6225,9126,0,0
DEJA BUI,F,31,M,2340,45700,0,0
JEANNIE JEFFERS,F,32,S,3638,2035,0,0
EZRA GILCHRIST,M,69,S,4000,14334,0,0
NINA BOWSER,F,76,S,3683,1639,0,0
GERALDINE CHA,F,47,S,3799,6017,0,0
HERSHEL HOFFMAN,M,47,S,2258,5107,1,5676.730333
HARRIETTE BAUGH,F,65,S,4818,20306,0,0
PATRICK STURGEON,F,22,M,2081,5166,0,0
DERICK MERCHANT,M,19,M,4737,7652,0,0
TULA LANKFORD,F,44,M,2171,24390,0,0
KRISTOFER HARMON,M,76,S,3805,54481,0,0
ALEXANDRA WEEKS,F,32,S,2526,15831,0,0
ANTON POOL,M,33,M,7256,1563,0,0
KELLI LANGSTON,F,39,S,4387,1358,0,0
CARLYN LINDGREN,F,90,S,4563,7922,0,0
MICHAL TORREZ,M,49,S,4310,6009,0,0
AYESHA OGLESBY,F,51,S,6076,21503,1,839.8096721
CORAL BACA,F,69,S,4215,44715,0,0
ALINA ARELLANO,F,35,S,4740,79542,0,0
HARRISON CORDOVA,M,64,S,2142,22525,0,0
CREOLA MCKENNEY,F,41,M,4879,17138,0,0
MATTHEW HACKER,M,19,M,4405,13931,0,0
NICHOLAS OCASIO,M,43,S,3226,12556,0,0
GUADALUPE FINCHER,F,49,S,4740,79542,0,0
ROD BROWER,M,30,S,2022,11594,0,0
NEIL BLUM,M,40,S,3085,13738,1,2354.863957
DENEEN ALFARO,F,43,S,4129,6125,0,0
JAIME WILEY,M,67,M,3184,14640,1,5066.903123
PEARL CARR,F,46,S,4161,16728,0,0
FAUSTINO BREAUX,M,77,S,3149,32075,0,0
SOON BIGGS,F,22,M,3076,26347,0,0
DELMAR ALDERMAN,M,40,S,5301,480,0,0
CHANDA DEJESUS,F,53,S,6059,22520,0,0
JESSIKA RESENDEZ,F,71,S,3091,1510,0,0
ANTONIO ROCHA,M,18,M,3375,248,0,0
DEWEY LAWLER,M,43,S,3910,21372,0,0
RANDA NEGRON,F,48,S,4854,5456,1,12009.04018
PRISCILA HARTER,F,38,S,4165,33243,0,0
TAMIKA OBRIEN,F,41,S,3204,28184,0,0
CHRISTIE GREENWOOD,F,59,S,3754,17788,0,0
EARLE KERN,M,69,S,4212,24473,0,0
DEANGELO QUIROZ,M,57,S,3037,46879,1,33269.18316
SUSANNE DOWNING,F,49,S,3195,34102,0,0
KELVIN NAGEL,M,26,M,4380,7702,1,11419.32441
TOMAS REDMON,M,39,S,5022,14658,2,9035.397162
CAMERON LEBRON,M,32,S,2141,25479,1,4972.920579
CORNELL DENNING,M,79,S,2287,33274,0,0
BRUCE MOONEY,M,49,S,3042,14372,1,486.0109462
RORY TANG,M,36,S,3939,13616,1,300
ELLEN PANG,F,55,S,3083,28074,2,1289.417962
BETSY MCREYNOLDS,F,33,S,6000,9238,0,0
JED PETTIS,M,28,M,2251,31836,0,0
LEN LONGO,M,18,M,6725,9857,0,0
JOESPH APONTE,M,67,S,3249,2905,0,0
VIRGIL KESTER,M,61,S,4113,27447,0,0
ROSARIO SEIFERT,M,53,S,4500,37630,1,536.7994125
STERLING PICHARDO,M,67,S,3136,40963,2,7002.33381
BENNIE LEIGH,M,26,M,3155,20827,0,0
YOUNG KUEHN,M,32,S,4871,16104,0,0
GARY HENDRIX,M,78,S,4721,3746,1,3151.944844
CHANTEL GINGERICH,F,69,S,4010,1985,0,0
HENRY DEVITO,F,38,M,4514,5830,0,0
SIOBHAN LOCKHART,F,63,S,2220,28432,0,0
SERITA GAMBOA,F,18,M,3033,13260,0,0
LESTER BASILE,M,16,S,3178,34778,0,0
JACKSON GAYLE,M,36,M,6346,732,1,1038.969375
WILDA SKAGGS,F,22,M,3192,20291,1,5026.222413
NICK LUJAN,M,59,S,2261,51003,0,0
LAURINDA WELBORN,F,43,S,2141,25479,0,0
AL SIERRA,M,60,M,3550,40145,1,3177.18326
SHELLI PRIETO,F,30,M,5600,7047,0,0
EVERETT BROWNING,M,36,S,4075,21202,0,0
MAISIE NUNLEY,F,25,M,2223,19806,0,0
CORTEZ MCKENZIE,M,44,S,6210,60895,0,0
GALINA HUBERT,F,37,M,2148,58671,0,0
TRINITY STATON,F,63,S,5127,8003,0,0
KELLY HORN,M,85,S,3199,52625,2,19036.24852
RAPHAEL SPENCER,M,39,S,6230,40641,0,0
MAREN MATTHEWS,F,90,S,3172,22367,0,0
ALVIN SAVAGE,M,32,S,4737,7652,0,0
IAN BOCANEGRA,M,61,S,4077,25158,0,0
SAMUAL LAU,M,38,S,7320,16724,0,0
HARRISON REUTER,M,38,S,3802,24574,0,0
ROYCE MORSE,M,63,S,3199,52625,0,0
GALEN GONZALES,M,59,M,3429,34575,1,906.79945
RIA TIMMONS,F,21,M,6022,4982,1,300
BRAD HARDMAN,M,46,S,2323,24735,1,639.7077831
TALIA STERN,F,31,S,4214,35809,0,0
RONNA POLANCO,F,26,S,6063,13998,0,0
MICKEY WETZEL,M,39,M,3521,735,0,0
EMMANUEL DONALDSON,M,63,S,7015,9899,1,739.0339588
KIM YUN,M,59,S,4560,28041,1,4644.613696
ARMANDO MARTINES,M,65,S,2750,42587,0,0
RODGER FONTAINE,M,60,S,3023,55703,0,0
KIT DOSS,F,28,S,2155,44028,1,594.8465263
PAUL BRANHAM,M,27,M,2206,18318,2,12023.48943
AUGUSTA LEVY,F,69,S,3109,27046,0,0
DION CONNELLY,M,39,S,6014,18982,0,0
COLUMBUS WINSLOW,M,64,M,2195,25208,0,0
SHARI SANDLIN,F,16,S,4519,7553,0,0
LIZBETH LOCKETT,F,30,M,2290,32178,0,0
ASHLEE WILLEY,F,25,M,3407,328,0,0
MICHEL BARAHONA,M,36,S,2653,2334,0,0
WINFRED ARGUELLO,M,53,S,2483,10032,0,0
TRACEY BATTS,M,17,S,6168,23468,1,300
TARYN TOWNS,F,19,M,6110,34863,0,0
LAWERENCE CARTER,M,31,S,4510,42205,1,9716.874882
ROBYN JEROME,F,73,M,4490,1859,0,0
SUSANNA STEED,F,65,S,4017,35809,0,0
AUSTIN FARROW,M,66,S,6163,46259,1,7976.409373
SIDNEY STOLTZFUS,M,42,S,2612,14666,0,0
ZORAIDA CRITES,F,41,S,4814,44387,0,0
CURTIS PIKE,M,51,S,2519,16241,0,0
DANIAL FURR,M,39,S,4227,18386,0,0
SHELIA CARRANZA,F,71,S,5067,9957,0,0
SEAN ENGLISH,M,63,S,4066,16146,1,713.9985694
KIM SAYRE,M,66,S,4165,33243,0,0
TAMMI HSU,F,43,M,4715,7172,0,0
LIZETH TOMPKINS,F,57,M,4570,39094,1,19172.76972
SHANA WEI,F,58,S,5000,12639,0,0
LAYNE TURNBULL,F,32,S,2170,95044,3,10097.5112
DREW CHEATHAM,M,35,M,3752,20873,0,0
EVELIA MARTE,F,37,S,6054,19767,0,0
JUDE COBLE,F,19,M,2229,27301,0,0
LUISE GIORDANO,F,53,S,3064,53173,1,6098.975289
BERRY ASH,M,50,S,4510,42205,3,22836.14412
LOUIS MARISCAL,M,31,M,3250,11776,0,0
LASHAWN CROFT,F,66,S,2227,14048,0,0
GENE DIXON,M,38,S,2218,15176,0,0
ADINA DICKSON,F,22,M,4565,13966,2,2143.374541
CHERLY HARDING,F,32,S,4107,6096,2,3909.370405
JUAN MALONE,M,26,S,3082,30517,0,0
BARABARA LUO,F,18,M,4558,16700,0,0
BRITTA FLEMING,F,30,S,4122,41929,0,0
ROBT TROY,M,76,S,6104,13288,0,0
KATHRYNE DESAI,F,24,M,7018,20059,0,0
CODY HARGROVE,F,36,M,5007,6117,0,0
ANGELINA DOYLE,F,54,M,2206,18318,0,0
DONN SALAZAR,M,66,S,2285,27798,0,0
VENETTA MOTT,F,25,M,2770,60345,1,2643.287631
ZACHARIAH HAMPTON,M,48,S,4300,45132,1,17367.66819
JOSEPH SPROUSE,M,26,S,4558,16700,0,0
MARCOS LONGO,M,51,S,4019,19007,0,0
GERALYN HERRINGTON,F,62,S,2800,41363,1,11804.5174
MERLENE NOBLE,F,31,S,3015,16157,0,0
JESTINE ANTHONY,F,70,S,2605,11329,0,0
NATALIE PHUNG,F,45,M,2087,12290,0,0
ELI WISNIEWSKI,M,17,S,5158,24026,2,12987.8804
MIGNON SAMS,F,22,M,2069,13283,0,0
MAFALDA VINES,F,61,S,3161,14555,0,0
ALEX BUCKLEY,F,23,M,5062,14887,0,0
ELISHA STRICKLAND,F,34,S,4227,18386,0,0
TONY JONAS,M,82,S,5554,5211,0,0
EFRAIN KNUDSON,M,22,M,2210,28012,0,0
EUGENIA RAUSCH,F,31,S,2906,18135,0,0
RICHIE GERMAN,M,61,M,4343,10504,0,0
MARKUS LYNCH,M,26,M,6558,2171,0,0
VASHTI RADER,F,58,S,3764,7535,1,5549.569359
SERENA EMERSON,F,45,S,3116,9123,0,0
SPENCER GADDIS,M,42,S,3187,15813,0,0
LETTIE MCGHEE,F,64,S,3139,13544,0,0
MARYJANE HOUSER,F,69,S,4818,20306,1,8645.363649
WERNER BRUMLEY,M,41,S,5076,9260,1,1501.240295
DAMON PORRAS,M,32,S,2060,12268,0,0
JAY GIFFORD,M,75,S,4875,7489,0,0
LAI STINNETT,F,64,S,3058,31552,0,0
YER KRAUSE,F,70,S,5159,33149,0,0
CARL ARCHIBALD,M,46,S,3139,13544,0,0
JOEL LUSTER,M,65,S,2540,41738,1,547.4294922
DAMION TRAHAN,M,48,S,3892,1030,0,0
LAVERNE FERRO,F,27,M,7005,12636,0,0
LAKESHIA SIZEMORE,F,39,M,4105,12833,0,0
KATHRYNE GARNETT,F,43,S,3156,35656,1,327.5162606
MIREILLE KIMMEL,F,72,S,3030,77756,0,0
CASEY TOLER,F,25,M,2034,19092,0,0
ELOY CAUDLE,M,24,M,2208,11517,1,694.5626785
MACK JUSTICE,M,38,M,5159,33149,1,7071.337013
LESTER BRUNER,M,40,M,4221,25603,0,0
ROSS WANG,M,69,S,4209,34156,2,605.8918129
DALTON SAUER,M,48,S,2760,27032,1,3506.117392
ALLENE MONTELONGO,F,38,S,4121,23782,1,3052.173317
ALINE THORPE,F,35,M,3043,17350,0,0
CLINTON COVINGTON,M,76,S,3195,34102,0,0
ORVAL FOLEY,M,39,S,4021,9930,0,0
MARGARITO CLEMENS,M,48,M,6112,40252,1,1385.312342
LELAND ALCORN,M,49,S,2650,53974,0,0
SHARDA KENNEY,F,21,S,3028,27778,0,0
VALENCIA DUARTE,F,21,M,4114,33199,1,18213.944
PARKER BOWENS,M,64,S,2565,16589,0,0
SOMER KELLOGG,F,33,M,5019,9136,0,0
EUFEMIA BARAJAS,F,20,M,2769,2933,0,0
YULANDA BERGSTROM,F,90,M,2614,19120,1,7623.712055
ANDREAS ROBERTS,M,78,S,3023,55703,2,6927.288048
DENEEN BENAVIDEZ,F,18,M,2794,10002,0,0
JACK ANDREWS,M,45,S,2036,26896,0,0
DEBI SWOPE,F,62,S,2830,37737,1,7465.481734
HERTA VAUGHT,F,50,M,3977,67423,0,0
ELLAN LARUE,F,77,S,4216,33735,0,0
JERRICA GUNTHER,F,27,M,4701,42364,0,0
MIREILLE LEIGH,F,30,S,7250,47234,0,0
LEIF GRICE,M,63,S,2167,7555,0,0
BEATRIS FISH,F,79,M,4870,66306,0,0
DEE PHAM,M,44,S,4655,55297,1,554.7173324
MARLON LYON,M,66,S,4510,42205,0,0
IRENE TEMPLE,F,45,S,2207,27537,1,12751.91292
CEDRIC SPIRES,M,52,S,4122,41929,0,0
CHRISTI GRUBER,F,40,M,6023,15023,0,0
MARCHELLE ESCOBEDO,F,19,M,6018,34379,0,0
CAMELLIA MCKINLEY,F,24,M,4054,12963,0,0
PORFIRIO SEBASTIAN,M,17,S,6210,60895,1,3193.390106
CARMELO SHOOK,M,21,M,2768,26462,0,0
STEPHINE YAMAMOTO,F,26,M,3175,47994,0,0
OTHA HODGSON,F,39,S,2261,51003,1,399.5712482
MAGALI SHORTER,F,36,S,6280,23485,0,0
GENIA CORTES,F,89,S,2541,24143,1,10846.59015
DOLLY LIBBY,F,30,S,4118,29064,1,1639.793442
LAURALEE DANIEL,F,59,M,4465,1623,0,0
RENDA HOFF,F,64,S,2291,13399,0,0
AMBROSE KILGORE,M,32,S,6056,37071,2,1092.007134
BECKI MILEY,F,22,M,4034,41832,0,0
RUDOLF MOWERY,M,60,S,5012,9707,0,0
ALEJANDRO PANG,M,18,M,2448,8702,0,0
ALI BAUMANN,M,41,S,6302,3395,1,1691.465778
REGINALD CARTAGENA,M,39,M,6157,12957,0,0
KING WILBURN,M,18,M,3101,23878,0,0
ALFONZO BOEHM,M,56,S,4021,9930,1,4664.438506
ISAAC MEDRANO,M,22,M,2166,49723,0,0
RODGER RUDY,M,66,S,3806,45549,1,2775.164703
TORRIE MCDANIELS,F,52,S,7052,6726,1,10905.00113
SACHIKO SHUMAKER,F,58,S,3219,20051,0,0
AUGUST THOMSEN,M,61,M,3161,14555,0,0
STAN FRIAS,M,34,S,822,24111,1,11582.62176
BARBARA GALLAGHER,F,56,S,2173,13256,0,0
MIN DRUMMOND,F,36,S,3781,4402,0,0
WILLIS STEWART,M,29,M,6066,18954,0,0
MARTIN ESPARZA,F,53,M,3013,13745,0,0
AGNES MARKLEY,F,77,S,3250,11776,0,0
JEANE EASON,F,86,S,4670,77161,4,16412.81329
VAN PECK,M,49,M,6230,40641,0,0
DUNCAN HUNTINGTON,M,65,S,4655,55297,1,5525.883762
LORRIANE HOBBS,F,68,S,4310,6009,0,0
NELSON CLOUGH,M,47,S,2560,72235,1,1233.034607
SO WINFIELD,F,21,M,7250,47234,0,0
LAURETTE BRISTOL,F,53,S,3038,28159,1,6816.679266
KERRIE FENNELL,F,16,S,2516,5671,0,0
REX DICK,M,40,S,2600,6895,1,3866.146204
IAN URRUTIA,M,18,M,6430,23007,0,0
KATRICE ARGUELLO,F,40,S,4165,33243,0,0
PHILIP FERRO,M,36,S,4701,42364,2,6102.338486
VICKI VOLPE,F,68,S,2453,2706,0,0
MYUNG FENG,F,44,S,3095,27643,0,0
JEROLD SONG,M,33,M,2155,44028,0,0
GERRY ANTONIO,M,18,M,2470,14549,0,0
TA FAULKNER,F,57,S,2200,40612,0,0
GERALDO GOOD,M,49,S,3043,17350,0,0
SAMMY GRISSOM,M,42,S,4218,29661,0,0
JOCELYN HINDS,F,28,S,6530,31963,0,0
COLEMAN KATZ,M,43,S,4701,42364,0,0
JACQUES OWEN,M,27,M,5016,8366,0,0
RAVEN HERRING,F,35,S,4868,21454,0,0
ISAIAS DAVISON,M,44,S,5044,10414,0,0
ALDO MARTENS,M,49,S,2160,32845,1,16290.97251
MARKUS HOLLOMAN,M,85,S,6059,22520,0,0
CARLO SAMMONS,M,52,S,3146,24947,0,0
GLENDORA EAVES,F,59,M,4121,23782,2,20953.07717
RICKI HOFF,F,73,S,2207,27537,0,0
ELLIOT BRAXTON,M,72,S,2156,12347,0,0
VALDA LUCIO,F,17,S,4306,31409,0,0
CLORINDA WHITING,F,48,M,6064,30439,1,718.741238
BUCK TILTON,M,58,S,2069,13283,0,0
ANGELA JEFFERSON,F,71,S,2450,38299,0,0
KRISTEEN STARKEY,F,38,M,5125,18507,0,0
NANCI NELMS,F,58,S,5076,9260,0,0
LYNDA ROLLINS,F,28,M,2227,14048,0,0
LAVERN PHILLIPS,M,35,S,7270,4094,0,0
LINDY BOX,F,80,S,2146,15684,1,4527.408814
ELMER ARELLANO,M,78,S,6110,34863,0,0
ROCCO FOSTER,M,31,S,2906,18135,0,0
HANA KEITH,F,55,M,2075,18644,0,0
MARYANNE BEGUM,F,68,S,4109,35371,0,0
YESENIA TERRY,F,35,M,2446,12528,0,0
LYNN KRUSE,F,73,M,2150,24811,0,0
MAFALDA GADDY,F,51,S,6156,16022,0,0
ELVIS AYERS,M,27,S,3131,21001,0,0
CAMMY GUERRA,F,31,M,5157,2719,0,0
SOPHIA MCDANIELS,F,35,S,3163,29551,0,0
ANDRE OWENS,M,26,M,3630,29554,0,0
OTELIA CARREON,F,53,M,6008,13856,0,0
ANNAMAE BATCHELOR,F,71,S,6122,9379,0,0
JOHNIE STRAUB,M,67,S,820,19049,1,1683.305723
SHANA WILLS,F,60,S,3173,19884,0,0
ELLSWORTH GOLDSMITH,M,57,S,2530,29720,1,4223.571606
LUCIANA GREINER,F,76,M,4655,55297,0,0
GERRY FANNING,M,41,S,5044,10414,0,0
TIERA CARRION,F,67,S,3337,31874,0,0
THEDA ASHTON,F,69,S,5041,12972,0,0
RICO MELGAR,M,42,S,2605,11329,0,0
BENNETT WHEATON,M,53,M,2142,22525,1,1163.587387
SIDNEY GREER,M,39,M,2611,23239,1,8285.462235
SHERI PARTIN,F,45,S,3169,19088,0,0
MILLICENT ROSALES,F,61,M,2065,27175,0,0
LAVERA MCNABB,F,71,S,5112,18735,0,0
SHAYNE HOLLINGSWORTH,M,29,M,3195,34102,0,0
THANH TRAMMELL,M,32,S,3135,19000,1,1816.854341
DIEGO GREINER,M,70,S,2046,25180,0,0
DEBRA CORONADO,F,52,S,7005,12636,0,0
INGER JOSE,F,36,S,3037,46879,0,0
JONELL KENT,F,22,M,5163,14154,1,5793.548402
SHERLYN KOHLER,F,34,M,4271,2685,0,0
KENNETH MCCREARY,M,38,S,2340,45700,0,0
ABDUL PEDROZA,M,34,S,2155,44028,1,686.6075261
VONCILE DELLINGER,F,57,S,2227,14048,0,0
PAUL HARTMAN,F,66,S,3130,30408,0,0
MAUDE DILLON,F,42,M,4805,10482,0,0
TONJA JANG,F,35,S,5253,17886,0,0
HOMER SNOW,M,68,S,5051,13286,0,0
BRANDE MEHTA,F,58,S,6061,33695,0,0
WALTRAUD SEAMAN,F,25,S,2101,17980,1,4184.301557
ERNEST GLASGOW,M,29,S,2207,27537,1,1167.083323
DEVON ESTRELLA,M,37,M,3284,3094,0,0
BEATRIS ROHRER,F,24,M,6450,12379,1,1457.779978
LYNWOOD BRISENO,M,55,S,2652,4851,0,0
ARIEL ENGLAND,M,70,S,6065,52076,2,12318.18761
FLORIDA MANESS,F,20,M,3621,2195,0,0
ZULEMA IRONS,F,39,S,6320,906,0,0
TRESSIE CHAU,F,38,S,4020,20373,0,0
SHIZUE MESA,F,17,S,4556,38726,1,12950.2031
CHRISTY LERNER,F,17,S,4109,35371,0,0
ALEASE GRANADOS,F,49,S,2298,9443,0,0
EUSEBIO PAIGE,M,42,S,2086,13192,0,0
SAMUAL HEWITT,M,43,M,2141,25479,0,0
PHUNG GOLDSMITH,F,70,S,3029,68424,1,12424.88114
PARIS BOURQUE,F,68,S,3028,27778,0,0
CLAIR FALLON,F,76,M,4370,17238,0,0
FRANCESCO OROURKE,M,48,S,2112,27771,1,4681.292875
FERDINAND DELOACH,M,66,S,2101,17980,0,0
OSCAR MAIN,M,43,S,5109,20338,1,1070.715023
DUNCAN ORTA,M,34,M,4006,14725,0,0
SEBRINA JAEGER,F,55,S,3758,2140,0,0
PATIENCE BOOKER,F,52,S,3802,24574,1,2155.092955
MORTON ELIAS,M,68,S,2130,6588,0,0
ODIS MCDONALD,M,69,S,2035,33234,2,13853.65084
ELIANA WHITT,F,89,S,2800,41363,0,0
RACHELE YAN,F,51,S,5067,9957,0,0
BRANDON HORST,M,68,S,4702,25362,1,627.4835976
JIMMIE ALSTON,F,54,S,2466,1701,0,0
HARLAND STODDARD,M,58,S,2165,39513,1,3642.105138
RITA WAGONER,F,57,S,6171,15883,0,0
CRISSY BOYLE,F,68,S,4211,56333,1,4688.878903
DANTE SOLANO,M,18,M,2611,23239,1,7560.883204
VIRGIL CALDERON,F,47,S,2290,32178,0,0
TYLER SHOOK,M,28,M,5169,13926,0,0
KRYSTEN LANTZ,F,57,M,4178,23976,0,0
CAMILLA DONAHUE,F,59,S,6152,24370,0,0
SAMUEL POLING,F,59,S,2479,4540,0,0
BETTIE KEITH,F,34,S,2705,10013,0,0
KATI HALES,F,17,S,3825,20324,0,0
MAURICE GRISSOM,M,64,S,4605,4696,0,0
JOSLYN BOURNE,F,18,M,5095,17928,0,0
KAYLEE TINOCO,F,22,M,4109,35371,1,2638.522553
NOBUKO GUNN,F,20,M,3136,40963,1,811.4720792
ALLYN NICKERSON,F,75,S,7015,9899,1,3325.221803
MARLON CHUNG,M,39,S,4568,3351,0,0
GREGG MORRILL,M,38,S,6028,20112,0,0
JOETTA SMALLEY,F,20,M,4104,5539,0,0
CLAUDE SWIFT,M,68,S,3875,16651,0,0
KERRY ALEXANDER,M,19,M,4818,20306,0,0
TAWNYA FERRO,F,24,S,3162,16434,0,0
JUDSON NEIL,M,64,S,3103,15325,2,13300.14262
MARCELENE IRBY,F,37,S,4170,21937,0,0
EUN FREELAND,F,51,S,4078,22972,1,878.683936
LESLIE BOUCHER,M,59,S,2620,36434,0,0
VERNON DALY,M,27,M,6530,31963,2,11246.76679
KRISTEEN MAYBERRY,F,26,M,4215,44715,0,0
WILBURN LINDSEY,M,38,S,3913,3306,0,0
LEZLIE PERSON,F,39,S,5157,2719,0,0
TOM SOARES,M,67,S,2484,18050,1,3194.317399
JULES MCEWEN,M,54,M,2256,14974,0,0
ARA LUM,F,19,M,3414,1663,0,0
DESIREE MCHENRY,F,27,S,2906,18135,0,0
JOSEF COHN,M,79,S,6104,13288,0,0
ARLIE SEWARD,M,77,S,2250,65633,2,2221.686219
BERTRAM VOGEL,M,31,M,2020,10178,0,0
ENRIQUE HOPPE,M,55,S,5062,14887,0,0
JACQUELYN LASSITER,F,55,S,3842,4943,0,0
THU LIANG,F,75,S,3934,17089,1,10064.43861
CINDIE NOLEN,F,27,S,5373,3151,0,0
JANYCE HAGER,F,57,S,6065,52076,0,0
ALTON EARL,M,47,S,5253,17886,0,0
AUSTIN WATERMAN,M,53,S,3228,14650,1,11623.97902
LULU RANDLE,F,53,S,3201,19121,0,0
EMMETT BAHENA,M,53,S,810,29723,2,11169.86677
ELDRIDGE GEE,M,17,S,4110,9575,0,0
ELDON BELTRAN,M,57,S,4207,47473,0,0
NOVELLA ARTHUR,F,22,M,2165,39513,0,0
KEISHA HAIR,F,41,M,2447,6811,0,0
IMOGENE REICH,F,46,S,3028,27778,0,0
BREANA GAMBLE,F,44,S,2759,26501,0,0
ERNEST GROFF,M,38,S,2153,52452,1,2921.55155
ELIA TRACEY,F,47,S,6122,9379,1,9376.146896
ROCHELLE WORTHINGTON,F,53,M,5019,9136,0,0
GRADY CHIN,M,42,M,2207,27537,0,0
RICKIE RICH,M,58,S,6280,23485,0,0
SHERRILL KRUSE,F,59,S,4159,13797,0,0
ROBERT HOLT,M,63,S,2072,6593,1,6436.572068
MICHAL PROSSER,M,42,S,3152,31239,2,11690.15292
BRANDEE SERRANO,F,34,S,7018,20059,1,5885.724971
